cols,importance,model_name,model_target
order_time_16,0.0316902401635316,RandomForest,y_weekend
order_time_18,0.031285522227553576,RandomForest,y_weekend
order_time_11,0.031008367060658897,RandomForest,y_weekend
order_time_17,0.029949760548493576,RandomForest,y_weekend
order_time_20,0.02968295099143453,RandomForest,y_weekend
order_time_13,0.029558743135341632,RandomForest,y_weekend
order_time_21,0.029229323551002297,RandomForest,y_weekend
order_time_12,0.029045004504472866,RandomForest,y_weekend
order_time_15,0.028665404986881117,RandomForest,y_weekend
order_weekend,0.5107063304732304,GradientBoosting,y_weekend
order_weekday,0.36943920572748995,GradientBoosting,y_weekend
order,0.012427234592203615,GradientBoosting,y_weekend
delta_avg,0.011726157095132835,GradientBoosting,y_weekend
order_time_11,0.010937888961830875,GradientBoosting,y_weekend
order_time_21,0.008407872869011426,GradientBoosting,y_weekend
order_time_16,0.008187402823838605,GradientBoosting,y_weekend
order_time_19,0.0079226207477202,GradientBoosting,y_weekend
order_delivery,0.00761486101444812,GradientBoosting,y_weekend
order_time_15,0.006838594672329498,GradientBoosting,y_weekend
order_time_20,0.006293733837973292,GradientBoosting,y_weekend
order_fin,0.0061035435985582805,GradientBoosting,y_weekend
order_time_17,0.005929932225525574,GradientBoosting,y_weekend
order_time_13,0.005648902952117583,GradientBoosting,y_weekend
order_time_14,0.004850168411997057,GradientBoosting,y_weekend
order_takeout,0.004715346861598227,GradientBoosting,y_weekend
order_time_18,0.004701814672805491,GradientBoosting,y_weekend
order_time_12,0.0040906685540262324,GradientBoosting,y_weekend
order_cancel,0.00345771990816249,GradientBoosting,y_weekend
