cols,importance,model_name,model_target
order_time_19,0.010494678741861135,GradientBoosting,y_weekend
order_time_13,0.009347414042259155,GradientBoosting,y_weekend
order_time_15,0.009323167929312716,GradientBoosting,y_weekend
order_cancel,0.009310938641737678,GradientBoosting,y_weekend
order_time_11,0.008783138023272758,GradientBoosting,y_weekend
order_time_17,0.0085365556531579,GradientBoosting,y_weekend
order_time_12,0.007920422450710675,GradientBoosting,y_weekend
order_time_18,0.007368113983839233,GradientBoosting,y_weekend
order_takeout,0.006898824692118443,GradientBoosting,y_weekend
order_time_21,0.005605840385709571,GradientBoosting,y_weekend
order_fin,0.004811812720765396,GradientBoosting,y_weekend
order_time_14,0.003812785752747376,GradientBoosting,y_weekend
order_time_20,0.003189914707894645,GradientBoosting,y_weekend
